id,benefits,resources,mhd,coworker_chat,support_options,age,sex,race
3592,Don't know,Don't know,Yes,Don't know,,41.0,Male,
3593,Yes,Yes,Yes,No,,38.0,Male,White
3594,Don't know,Don't know,No,Don't know,,37.0,Others,
3595,Yes,Yes,No,Yes,,42.0,Male,White
3596,Yes,No,Yes,No,,28.0,Female,White
3597,Yes,Yes,Yes,No,,30.0,Male,White
3598,Yes,Yes,Yes,Yes,,25.0,Female,
3599,Don't know,Don't know,Don't know,Don't know,,54.0,Male,
3600,Don't know,Don't know,No,Don't know,,24.0,Male,
3601,Don't know,Don't know,Don't know,Don't know,,32.0,Male,
3602,Yes,Yes,Don't know,Yes,,44.0,Male,White
3603,Yes,No,Yes,Yes,,28.0,Others,White
3604,Yes,Don't know,Don't know,Yes,,41.0,Female,White
3605,Yes,Yes,No,No,,38.0,Male,White
3606,Yes,Don't know,Yes,Yes,,37.0,Male,White
3607,Don't know,Don't know,Don't know,No,,36.0,Male,
3608,Don't know,Don't know,No,No,,33.0,Male,White
3609,Yes,Yes,Yes,Yes,,35.0,Female,White
3610,Don't know,Don't know,No,Don't know,,31.0,Male,
3611,Yes,No,Yes,No,,43.0,Male,White
3612,Don't know,Yes,Don't know,No,,34.0,Male,White
3613,No,Yes,Don't know,No,,44.0,Female,White
3614,Yes,Yes,Yes,Yes,,38.0,Male,White
3615,No,No,No,No,,55.0,Male,Others
3616,Don't know,Don't know,Don't know,No,,25.0,Male,
3617,Yes,Don't know,Yes,No,,37.0,Male,White
3618,Yes,Yes,No,Yes,,39.0,Male,White
3619,Yes,Yes,Don't know,No,,23.0,Male,White
3620,Don't know,Don't know,No,Don't know,,34.0,Female,White
3621,Yes,No,Yes,Yes,,43.0,Male,White
3622,Don't know,Don't know,Yes,No,,29.0,Male,White
3623,No,No,Don't know,Yes,,25.0,Male,White
3624,Yes,No,Don't know,Yes,,36.0,Male,White
3625,Yes,No,Don't know,No,,33.0,Male,
3626,Yes,Don't know,No,Yes,,34.0,Male,White
3627,Yes,Yes,Don't know,Yes,,28.0,Male,White
3628,Yes,Yes,No,No,,54.0,Others,White
3629,Don't know,No,No,No,,39.0,Male,White
3630,Yes,Yes,Yes,Yes,,37.0,Male,White
3631,Don't know,Don't know,Don't know,Yes,,29.0,Male,White
3632,Don't know,Yes,Don't know,Yes,,31.0,Male,White
3633,Yes,Don't know,Yes,No,,49.0,Male,White
3634,Yes,Don't know,No,No,,43.0,Male,White
3635,Yes,Yes,Yes,Yes,,38.0,Others,White
3636,Yes,Don't know,No,Yes,,35.0,Female,White
3637,Yes,Yes,Yes,No,,23.0,Male,White
3638,Don't know,Don't know,No,Yes,,42.0,Male,
3639,Yes,Yes,Yes,Yes,,36.0,Male,White
3640,Yes,Don't know,Yes,No,,38.0,Male,White
3641,Don't know,Yes,Don't know,Yes,,41.0,Male,
3642,Yes,Don't know,Yes,No,,37.0,Female,White
3643,Don't know,Yes,Yes,No,,25.0,Male,White
3644,Yes,Yes,No,No,,33.0,Male,White
3645,Don't know,Don't know,No,Yes,,35.0,Others,White
3646,Yes,Yes,Yes,Yes,,32.0,Female,White
3647,Don't know,Don't know,Don't know,Don't know,,45.0,Others,
3648,No,No,Yes,Yes,,25.0,Female,
3649,Yes,Yes,Yes,Yes,,40.0,Female,White
3650,Yes,Don't know,No,Yes,,34.0,Male,White
3651,Yes,Yes,No,No,,28.0,Male,White
3652,Yes,Don't know,Yes,No,,49.0,Male,White
3653,Yes,Yes,Yes,Yes,,33.0,Female,White
3654,Don't know,Don't know,Yes,Don't know,,41.0,Male,White
3655,Yes,No,Don't know,No,,36.0,Male,White
3656,No,Yes,Yes,Yes,,37.0,Male,White
3657,Don't know,Don't know,Yes,Yes,,39.0,Male,White
3658,Don't know,No,Don't know,Yes,,49.0,Female,White
3659,Don't know,Yes,No,No,,33.0,Male,White
3660,Don't know,No,Don't know,No,,29.0,Others,
3661,Don't know,Don't know,Don't know,Don't know,,34.0,Male,White
3662,Don't know,Don't know,Don't know,Yes,,29.0,Male,
3663,Yes,No,Don't know,No,,25.0,Male,White
3664,Don't know,Don't know,Yes,No,,35.0,Male,White
3665,Don't know,Don't know,No,Don't know,,32.0,Male,White
3666,Yes,Yes,Yes,No,,21.0,Male,White
3667,Yes,No,No,No,,43.0,Male,White
3668,Yes,Yes,Yes,Yes,,31.0,Female,White
3669,Don't know,Yes,Yes,No,,27.0,Female,White
3670,Yes,No,Yes,Yes,,23.0,Male,White
3671,Yes,Yes,No,No,,28.0,Male,White
3672,Yes,Yes,Yes,No,,37.0,Female,Others
3673,Don't know,Don't know,No,No,,30.0,Male,White
3674,Yes,Yes,No,No,,30.0,Male,White
3675,Yes,No,Yes,Yes,,30.0,Female,White
3676,Don't know,Don't know,Don't know,Don't know,,32.0,Female,White
3677,No,Don't know,Yes,No,,35.0,Male,White
3678,Yes,Yes,Yes,Yes,,45.0,Female,Others
3679,No,No,Yes,No,,31.0,Female,
3680,Yes,Yes,Yes,Yes,,34.0,Female,White
3681,No,No,Don't know,No,,30.0,Male,Others
3682,Yes,No,Yes,No,,33.0,Others,White
3683,Don't know,No,Don't know,Yes,,32.0,Male,
3684,Don't know,Yes,Don't know,No,,28.0,Female,White
3685,No,No,No,No,,28.0,Male,Others
3686,Yes,Don't know,Yes,No,,33.0,Male,White
3687,Yes,No,Don't know,Yes,,28.0,Female,Asian
3688,Don't know,No,Yes,No,,28.0,Female,White
3689,Don't know,Don't know,No,Yes,,43.0,Male,White
3690,Don't know,Don't know,No,Yes,,31.0,Female,Asian
3691,Yes,Don't know,Don't know,No,,40.0,Female,White
3692,Yes,Don't know,Don't know,No,,42.0,Female,White
3693,Yes,Don't know,Don't know,No,,38.0,Male,White
3694,Don't know,No,No,No,,39.0,Male,White
3695,Don't know,Don't know,Yes,Yes,,21.0,Male,White
3696,Yes,Yes,Don't know,Yes,,32.0,Female,Others
3697,Don't know,No,Don't know,No,,32.0,Male,White
3698,Yes,Yes,Yes,Yes,,40.0,Male,White
3699,Don't know,Don't know,Yes,Don't know,,35.0,Male,White
3700,Yes,No,Don't know,No,,28.0,Male,White
3701,Yes,Yes,Yes,Yes,,25.0,Female,White
3702,Yes,Yes,No,No,,37.0,Male,White
3703,Yes,Yes,Yes,Yes,,40.0,Others,White
3704,Don't know,No,Yes,No,,31.0,Female,White
3705,Don't know,Don't know,Yes,Don't know,,47.0,Female,
3706,Yes,No,Yes,No,,26.0,Others,White
3707,Yes,Don't know,Yes,Yes,,27.0,Female,White
3708,Don't know,No,No,No,,46.0,Male,
3709,Yes,No,Yes,No,,22.0,Female,Black or African American
3710,No,No,No,Yes,,37.0,Female,
3711,Yes,Yes,Yes,Yes,,27.0,Male,White
3712,Yes,Don't know,Don't know,No,,28.0,Female,Others
3713,Yes,No,Yes,No,,32.0,Female,White
3714,Yes,Don't know,No,Yes,,33.0,Male,White
3715,Yes,Yes,Yes,Yes,,27.0,Female,White
3716,Yes,Don't know,Yes,No,,38.0,Female,White
3717,Don't know,Don't know,Yes,Don't know,,31.0,Male,White
3718,Yes,No,Yes,No,,28.0,Female,White
3719,Yes,Yes,Don't know,No,,32.0,Female,White
3720,No,No,Don't know,No,,30.0,Female,White
3721,Yes,No,Yes,Yes,,26.0,Female,White
3722,Don't know,Yes,Don't know,No,,41.0,Female,White
3723,Don't know,No,Don't know,Yes,,39.0,Female,White
3724,Yes,Don't know,Don't know,No,,37.0,Others,White
3725,Don't know,Yes,Don't know,No,,21.0,Female,Asian
3726,Don't know,Don't know,Don't know,Don't know,,38.0,Male,White
3727,Yes,No,No,No,,35.0,Female,White
3728,Yes,Yes,Yes,No,,33.0,Female,
3729,Yes,Don't know,Don't know,No,,38.0,Male,
3730,No,No,Yes,Yes,,29.0,Female,White
3731,Yes,Yes,Yes,Yes,,25.0,Female,White
3732,Don't know,Don't know,Don't know,Yes,,41.0,Female,White
3733,Yes,No,Yes,Yes,,37.0,Female,White
3734,Don't know,No,Yes,Yes,,29.0,Male,White
3735,Yes,Don't know,No,Yes,,45.0,Female,White
3736,Don't know,No,No,Yes,,45.0,Others,
3737,Yes,Yes,Don't know,Yes,,45.0,Female,White
3738,Yes,Yes,Yes,Yes,,30.0,Others,White
3739,Don't know,No,No,Yes,,27.0,Male,Others
3740,Don't know,Don't know,No,No,,36.0,Male,White
3741,Yes,Yes,Yes,No,,44.0,Female,White
3742,Yes,Yes,Yes,Yes,,35.0,Female,White
3743,Don't know,No,Don't know,No,,42.0,Others,White
3744,Yes,Yes,Yes,No,,26.0,Male,White
3745,Don't know,Don't know,No,Don't know,,33.0,Female,Asian
3746,Yes,No,Don't know,Yes,,25.0,Others,Others
3747,Yes,No,Yes,No,,36.0,Female,White
3748,Yes,Yes,Yes,Yes,,32.0,Female,White
3749,Yes,Yes,Yes,Yes,,29.0,Female,White
3750,Don't know,Yes,No,Yes,,29.0,Female,White
3751,Yes,Don't know,No,No,,43.0,Male,White
3752,Don't know,Don't know,Don't know,Don't know,,37.0,Male,
3753,No,Don't know,No,No,,26.0,Male,
3754,Yes,No,Yes,Yes,,46.0,Male,White
3755,Don't know,Don't know,Yes,Don't know,,35.0,Female,White
3756,Don't know,Don't know,Don't know,Don't know,,37.0,Male,White
3757,Yes,Yes,Yes,Yes,,30.0,Female,White
3758,Yes,Don't know,Yes,No,,36.0,Male,White
3759,Yes,Yes,Yes,No,,31.0,Female,White
3760,Don't know,No,Don't know,No,,42.0,Male,
3761,Don't know,Don't know,No,Don't know,,41.0,Male,Others
3762,Don't know,Don't know,Don't know,Yes,,33.0,Female,White
3763,Yes,Yes,Don't know,No,,26.0,Male,White
3764,No,No,Don't know,No,,37.0,Male,White
3765,Yes,Yes,Yes,Yes,,36.0,Others,White
3766,Don't know,No,No,No,,35.0,Male,
3767,Don't know,Don't know,No,No,,45.0,Male,
3768,No,No,Don't know,No,,23.0,Male,
3769,Yes,No,No,Yes,,26.0,Male,White
3770,Don't know,Don't know,Yes,Don't know,,23.0,Male,
3771,No,No,No,No,,26.0,Male,
3772,Don't know,No,Don't know,Yes,,34.0,Male,White
3773,Don't know,Don't know,No,No,,22.0,Male,
3774,Yes,No,Don't know,Yes,,42.0,Female,White
3775,No,No,Don't know,No,,40.0,Male,
3776,Don't know,Don't know,Don't know,No,,42.0,Male,
3777,Yes,No,Don't know,No,,35.0,Male,White
3778,No,No,Yes,No,,36.0,Male,White
3779,Yes,Don't know,No,Yes,,37.0,Male,Others
3780,Yes,Yes,Yes,Yes,,31.0,Female,White
3781,Yes,Don't know,Don't know,Yes,,27.0,Male,White
3782,Don't know,Don't know,No,No,,38.0,Male,
3783,No,No,Yes,Yes,,32.0,Male,White
3784,Yes,Don't know,Yes,No,,23.0,Others,White
3785,No,Don't know,Yes,No,,51.0,Male,White
3786,Don't know,Don't know,Yes,No,,26.0,Female,
3787,Don't know,No,Don't know,No,,19.0,Female,White
3788,Yes,Don't know,Yes,No,,44.0,Male,White
3789,Yes,Don't know,Yes,Yes,,42.0,Male,White
3790,Yes,No,Yes,Yes,,26.0,Male,White
3791,Yes,No,Yes,No,,38.0,Male,White
3792,Yes,Yes,Yes,Yes,,26.0,Female,White
3793,Don't know,Don't know,Yes,Don't know,,40.0,Male,
3794,Yes,Yes,Don't know,No,,32.0,Male,White
3795,Yes,Don't know,Yes,No,,39.0,Male,White
3796,Yes,No,Yes,Yes,,44.0,Female,White
3797,Yes,Don't know,Yes,No,,33.0,Female,White
3798,No,No,Yes,No,,38.0,Male,
3799,Don't know,No,Yes,No,,42.0,Male,
3800,Don't know,Don't know,Yes,Don't know,,57.0,Male,White
3801,No,No,Don't know,No,,28.0,Male,
3802,No,No,Yes,Yes,,31.0,Male,
3803,Don't know,Don't know,No,Don't know,,34.0,Male,White
3804,Don't know,Don't know,No,No,,35.0,Male,
3805,Don't know,No,No,Yes,,30.0,Male,White
3806,Yes,No,Yes,Yes,,30.0,Male,White
3807,Don't know,Don't know,Yes,Don't know,,35.0,Male,
3808,Don't know,No,No,Yes,,40.0,Others,White
3809,Don't know,Don't know,No,No,,39.0,Male,White
3810,Don't know,No,No,No,,24.0,Male,White
3811,Yes,Don't know,Don't know,Yes,,42.0,Male,Others
3812,Yes,No,Don't know,No,,35.0,Male,White
3813,Yes,Don't know,Yes,No,,34.0,Male,White
3814,Don't know,Don't know,Yes,No,,33.0,Female,White
3815,Yes,Don't know,No,No,,37.0,Male,White
3816,Yes,No,Yes,Yes,,36.0,Male,White
3817,Yes,No,Don't know,No,,47.0,Female,White
3818,Don't know,No,No,Yes,,42.0,Male,White
3819,Yes,Yes,Yes,Yes,,29.0,Others,Others
3820,Don't know,Don't know,Don't know,Don't know,,38.0,Female,
3821,No,No,No,Yes,,30.0,Male,
3822,Don't know,Don't know,Yes,Don't know,,30.0,Others,White
3823,No,No,Don't know,No,,36.0,Male,
3824,Yes,Yes,Yes,Yes,,24.0,Female,White
3825,Yes,Yes,Don't know,Yes,,41.0,Male,White
3826,Yes,Yes,Yes,Yes,,48.0,Female,White
3827,Yes,Yes,Yes,Yes,,31.0,Male,White
3828,Yes,Yes,Don't know,No,,65.0,Male,
3829,Don't know,Don't know,Don't know,No,,34.0,Others,White
3830,Don't know,Don't know,No,No,,55.0,Female,White
3831,Don't know,Don't know,Yes,Don't know,,33.0,Female,White
3832,Yes,No,Yes,Yes,,41.0,Female,White
3833,Yes,Don't know,Yes,No,,24.0,Female,White
3834,Don't know,Don't know,Don't know,Yes,,27.0,Female,White
3835,Yes,Don't know,Don't know,No,,30.0,Male,
3836,Yes,Yes,Yes,Yes,,37.0,Male,White
3837,No,No,Yes,No,,61.0,Male,White
3838,Don't know,Don't know,Don't know,Don't know,,45.0,Male,
3839,Don't know,Don't know,Yes,No,,29.0,Male,White
3840,Yes,No,Yes,Yes,,41.0,Male,White
3841,Don't know,No,No,No,,39.0,Male,
3842,Don't know,No,Yes,No,,30.0,Male,White
3843,Don't know,Don't know,No,No,,46.0,Male,
3844,Don't know,No,Don't know,No,,42.0,Male,
3845,Yes,Yes,Yes,Yes,,29.0,Female,
3846,Yes,Yes,Yes,Yes,,34.0,Female,
3847,Don't know,Don't know,Yes,Don't know,,52.0,Male,White
3848,Yes,Yes,Don't know,No,,36.0,Male,White
3849,Don't know,No,No,Yes,,34.0,Male,
3850,Don't know,Don't know,No,Don't know,,50.0,Male,
3851,Don't know,Don't know,Yes,Don't know,,51.0,Male,White
3852,Yes,Don't know,Don't know,No,,35.0,Male,White
3853,Don't know,No,Yes,Yes,,34.0,Male,White
3854,Yes,No,Yes,Yes,,24.0,Others,White
3855,Yes,Yes,No,Yes,,37.0,Male,White
3856,No,No,Yes,Yes,,24.0,Female,White
3857,Don't know,No,Don't know,No,,46.0,Male,White
3858,Don't know,Don't know,Don't know,No,,31.0,Male,White
3859,Don't know,Don't know,Yes,Don't know,,35.0,Male,Asian
3860,Yes,Yes,No,Yes,,40.0,Male,White
3861,Yes,No,Yes,Yes,,28.0,Male,White
3862,Don't know,No,No,No,,28.0,Male,Others
3863,Yes,Yes,Yes,Yes,,39.0,Male,
3864,Yes,Don't know,Yes,No,,31.0,Male,
3865,Yes,Yes,Don't know,Yes,,27.0,Male,White
3866,Yes,No,Yes,Yes,,35.0,Male,White
3867,Don't know,Yes,Don't know,Yes,,25.0,Male,White
3868,Yes,Yes,Don't know,Yes,,51.0,Male,White
3869,Don't know,Don't know,No,Yes,,27.0,Male,White
3870,Don't know,Yes,No,Yes,,37.0,Male,White
3871,Don't know,Don't know,No,No,,46.0,Male,White
3872,Yes,No,Yes,Yes,,36.0,Female,White
3873,Yes,Don't know,Yes,Yes,,39.0,Female,White
3874,Don't know,Don't know,Don't know,Don't know,,35.0,Male,White
3875,Yes,Yes,No,Yes,,49.0,Others,
3876,Don't know,Don't know,Don't know,No,,45.0,Male,
3877,Yes,Don't know,Don't know,Yes,,40.0,Male,
3878,Don't know,Don't know,No,Don't know,,37.0,Male,
3879,Don't know,No,Don't know,No,,31.0,Male,White
3880,Yes,Don't know,Yes,No,,37.0,Male,White
3881,Yes,Don't know,Yes,No,,26.0,Female,White
3882,Yes,Yes,Yes,No,,43.0,Male,
3883,Yes,Yes,Don't know,Yes,,35.0,Male,White
3884,Don't know,Don't know,No,Don't know,,31.0,Male,
3885,Yes,Don't know,Don't know,No,,32.0,Female,Others
3886,Yes,Yes,Yes,No,,37.0,Male,White
3887,Don't know,No,No,No,,41.0,Male,White
3888,Yes,Yes,Yes,No,,40.0,Female,Others
3889,Don't know,No,Yes,No,,37.0,Male,White
3890,Yes,Yes,Don't know,No,,53.0,Male,White
3891,Don't know,No,No,No,,29.0,Male,Others
3892,Don't know,No,Yes,Yes,,37.0,Male,White
3893,Don't know,Don't know,Yes,No,,45.0,Female,White
3894,Don't know,Don't know,Don't know,No,,26.0,Male,
3895,Yes,Yes,Yes,Yes,,28.0,Male,White
3896,Yes,No,Yes,No,,24.0,Female,White
3897,Yes,Don't know,Don't know,Yes,,27.0,Male,White
3898,Yes,Don't know,No,No,,42.0,Male,White
3899,Don't know,Don't know,No,Don't know,,53.0,Female,White
3900,Don't know,No,Don't know,Yes,,34.0,Male,
3901,Yes,Don't know,Yes,Yes,,23.0,Others,
3902,Don't know,Don't know,Don't know,No,,34.0,Male,White
3903,Don't know,No,Don't know,No,,27.0,Male,White
3904,Yes,Don't know,Don't know,No,,31.0,Male,White
3905,Don't know,Don't know,No,Don't know,,30.0,Male,
3906,Don't know,Don't know,Yes,Don't know,,58.0,Male,White
3907,Yes,Yes,No,No,,50.0,Male,White
3908,Yes,Yes,Yes,No,,41.0,Male,White
3909,Don't know,No,Don't know,No,,40.0,Male,
3910,Don't know,Don't know,Yes,Don't know,,28.0,Male,
3911,Yes,Yes,No,Yes,,49.0,Male,
3912,Don't know,Don't know,Yes,Yes,,37.0,Male,White
3913,Don't know,Don't know,Yes,Don't know,,36.0,Male,White
3914,Yes,Yes,Don't know,Yes,,52.0,Male,White
3915,Yes,Yes,No,No,,33.0,Others,
3916,Don't know,Don't know,No,Don't know,,54.0,Female,
3917,Don't know,Don't know,Don't know,Don't know,,38.0,Male,
3918,Don't know,Don't know,Yes,Don't know,,64.0,Male,
3919,Don't know,Don't know,Don't know,Don't know,,40.0,Male,
3920,Yes,Don't know,Yes,No,,37.0,Male,White
3921,Don't know,Yes,Yes,Yes,,53.0,Female,White
3922,No,No,No,No,,55.0,Male,
3923,Don't know,No,Don't know,No,,30.0,Male,Others
3924,Yes,No,No,Yes,,35.0,Male,White
3925,Yes,Don't know,Don't know,No,,60.0,Male,
3926,Yes,Yes,No,No,,34.0,Female,White
3927,No,No,No,No,,35.0,Male,White
3928,Yes,No,Don't know,Yes,,34.0,Male,White
3929,Don't know,No,Don't know,No,,28.0,Male,White
3930,Don't know,No,Yes,No,,28.0,Female,White
3931,Don't know,No,No,No,,36.0,Others,
3932,No,No,Don't know,No,,24.0,Male,
3933,Don't know,Don't know,No,Don't know,,50.0,Male,White
3934,Yes,Yes,Don't know,No,,55.0,Male,White
3935,Yes,Don't know,Yes,No,,32.0,Male,
3936,Yes,Yes,Don't know,Yes,,33.0,Male,White
3937,Yes,No,Yes,No,,30.0,Female,
3938,Yes,Don't know,Don't know,No,,30.0,Male,
3939,Yes,No,No,No,,34.0,Male,
3940,No,No,Don't know,No,,36.0,Female,
3941,No,No,Yes,No,,30.0,Male,
3942,No,No,No,Yes,,29.0,Male,
3943,No,No,No,No,,34.0,Male,
3944,No,No,Don't know,Yes,,40.0,Male,
3945,Don't know,No,Don't know,No,,31.0,Others,
3946,Don't know,Don't know,No,No,,27.0,Others,
3947,Yes,Yes,Don't know,No,,47.0,Male,White
3948,Yes,Yes,Yes,No,,24.0,Female,White
3949,Yes,No,No,No,,36.0,Male,
3950,Don't know,Don't know,No,No,,28.0,Male,
3951,Yes,Yes,No,No,,34.0,Male,
3952,Don't know,No,No,Yes,,28.0,Male,
3953,Yes,No,No,No,,36.0,Male,
3954,Yes,No,Don't know,No,,24.0,Male,
3955,Yes,No,Don't know,No,,32.0,Others,White
3956,No,No,Yes,Yes,,33.0,Male,
3957,Don't know,Don't know,No,No,,39.0,Male,Others
3958,Yes,Yes,Yes,Yes,,26.0,Female,Others
3959,Yes,Yes,Yes,Yes,,32.0,Female,White
3960,Yes,Yes,No,Yes,,42.0,Male,
3961,Yes,Yes,Yes,Yes,,41.0,Male,White
3962,Yes,No,Don't know,Yes,,32.0,Male,
3963,No,Yes,Don't know,No,,32.0,Female,White
3964,Yes,Yes,No,No,,31.0,Female,White
3965,Don't know,No,Yes,Yes,,34.0,Others,
3966,Yes,Yes,Don't know,Yes,,36.0,Others,
3967,Don't know,Don't know,No,No,,33.0,Male,
3968,Don't know,Don't know,Yes,No,,30.0,Male,White
3969,Don't know,No,Yes,Yes,,45.0,Female,White
3970,Yes,Yes,No,Yes,,30.0,Male,White
3971,Don't know,Don't know,Don't know,Don't know,,48.0,Male,
3972,Yes,No,Don't know,No,,29.0,Male,
3973,Don't know,Don't know,Yes,Don't know,,35.0,Others,
3974,Don't know,Don't know,Yes,No,,41.0,Male,White
3975,Yes,No,Don't know,Yes,,27.0,Female,White
3976,Yes,Yes,Don't know,Yes,,42.0,Male,White
3977,Don't know,No,Don't know,Yes,,32.0,Male,White
3978,Don't know,Don't know,No,No,,32.0,Male,White
3979,Yes,No,Yes,No,,20.0,Female,White
3980,Don't know,Don't know,Yes,Don't know,,24.0,Female,White
3982,Don't know,No,No,No,,38.0,Male,White
3983,Don't know,No,Yes,No,,31.0,Male,White
3984,Yes,Yes,Yes,No,,26.0,Male,Others
3985,Yes,No,Yes,No,,40.0,Male,White
3986,Yes,No,Yes,No,,30.0,Male,White
3987,Yes,Don't know,Yes,No,,38.0,Male,White
3988,Yes,Yes,No,No,,28.0,Male,White
3989,Don't know,No,Don't know,No,,28.0,Female,
3990,Yes,Yes,Yes,Yes,,30.0,Male,White
3991,Yes,Yes,Yes,Yes,,23.0,Others,White
3992,Don't know,No,Don't know,No,,30.0,Male,White
3993,Yes,Yes,Yes,No,,33.0,Female,White
3994,Yes,No,No,Yes,,53.0,Female,White
3995,Yes,Don't know,Yes,Yes,,38.0,Male,White
3996,No,No,Don't know,No,,34.0,Male,
3997,Don't know,Don't know,No,No,,40.0,Male,White
3998,Yes,Don't know,No,Yes,,42.0,Male,Asian
3999,Yes,No,Yes,Yes,,42.0,Male,White
4000,Yes,Yes,Yes,No,,38.0,Male,
4001,Yes,Yes,Yes,Yes,,33.0,Others,White
4002,Yes,Don't know,Yes,Yes,,35.0,Male,White
4003,No,No,Don't know,No,,27.0,Female,
4004,Don't know,No,No,Yes,,28.0,Female,
4005,No,No,Yes,No,,42.0,Male,
4006,Don't know,No,Don't know,No,,35.0,Female,
4007,Yes,Yes,No,Yes,,40.0,Male,White
4008,Yes,No,Yes,No,,54.0,Female,White
4009,Yes,No,No,No,,37.0,Male,White
4010,Yes,Yes,Yes,Yes,,26.0,Female,White
4011,Don't know,No,Don't know,Yes,,37.0,Male,
4012,Yes,No,Yes,No,,49.0,Female,White
4013,Don't know,Yes,No,No,,23.0,Male,Asian
4014,Yes,Yes,Yes,Yes,,42.0,Female,
4015,Yes,Yes,Don't know,Yes,,49.0,Male,
4016,Don't know,Don't know,Don't know,Don't know,,38.0,Male,
4017,Don't know,Yes,No,Yes,,41.0,Female,
4018,Yes,Yes,No,No,,33.0,Male,
4019,Yes,Don't know,Yes,Yes,,27.0,Male,White
4020,Yes,Yes,No,Yes,,47.0,Male,
4021,Don't know,No,Yes,No,,28.0,Male,White
4022,Yes,No,Yes,Yes,,49.0,Female,
4023,Don't know,No,Don't know,Yes,,23.0,Male,
4024,Yes,Don't know,Yes,Yes,,23.0,Others,Black or African American
4025,Don't know,Don't know,Yes,Don't know,,38.0,Male,White
4026,No,No,Yes,Yes,,45.0,Male,White
4027,Don't know,Don't know,Don't know,Don't know,,35.0,Male,White
4028,Don't know,Don't know,Yes,Don't know,,51.0,Male,
4029,Don't know,Don't know,No,Don't know,,34.0,Female,White
4030,Yes,Yes,Don't know,No,,29.0,Male,White
4031,Don't know,Don't know,Don't know,Yes,,40.0,Male,White
4032,Don't know,Don't know,Don't know,Don't know,,38.0,Male,
4033,Yes,No,Yes,Yes,,32.0,Male,White
4034,Yes,Don't know,Yes,Yes,,22.0,Female,White
4035,Yes,Don't know,Yes,Yes,,28.0,Male,White
4036,Don't know,Don't know,Yes,No,,29.0,Female,White
4037,Don't know,Don't know,No,Don't know,,32.0,Others,White
4038,Yes,Don't know,Yes,Yes,,38.0,Female,White
4039,Don't know,Don't know,No,No,,30.0,Male,Others
4040,Yes,Yes,Yes,Yes,,37.0,Female,White
4041,Yes,Yes,Yes,Yes,,38.0,Female,White
4042,Yes,Yes,Yes,Yes,,51.0,Female,White
4043,Yes,Yes,Yes,Yes,,39.0,Male,White
4044,Yes,Don't know,Don't know,Yes,,22.0,Male,White
4045,Yes,Yes,Yes,Yes,,26.0,Male,White
4046,Don't know,No,Don't know,Yes,,42.0,Male,Others
4047,Don't know,No,Yes,No,,49.0,Male,
4048,Yes,Yes,No,Yes,,48.0,Male,
4049,Yes,Yes,No,Yes,,25.0,Male,
4050,Don't know,No,Yes,Yes,,31.0,Male,
4051,Yes,Yes,No,Yes,,63.0,Male,White
4052,No,No,Don't know,Yes,,30.0,Female,
4053,Don't know,Don't know,No,Yes,,34.0,Male,
4054,No,No,Don't know,Yes,,41.0,Male,
4055,No,Yes,Don't know,No,,31.0,Male,
4056,Don't know,Don't know,No,Yes,,29.0,Female,
4057,Yes,Yes,Don't know,Yes,,29.0,Male,White
4058,Don't know,Don't know,Yes,Don't know,,44.0,Others,Black or African American
4059,Don't know,Don't know,Don't know,No,,32.0,Male,White
4060,Don't know,No,No,Yes,,28.0,Male,
4061,Yes,Yes,Yes,No,,36.0,Male,White
4062,Don't know,Don't know,Don't know,No,,28.0,Female,White
4063,Don't know,Don't know,Yes,Don't know,,30.0,Female,White
4064,Yes,Yes,No,No,,36.0,Male,White
4065,Yes,No,Yes,No,,40.0,Male,White
4066,Don't know,No,Don't know,No,,27.0,Male,White
4067,Yes,Don't know,Yes,Yes,,28.0,Female,
4068,Yes,Yes,Yes,Yes,,34.0,Male,White
4069,Yes,Yes,Yes,Yes,,34.0,Male,White
4070,Don't know,Don't know,Yes,Don't know,,34.0,Female,White
4071,Yes,Yes,Yes,Yes,,27.0,Female,White
4072,Yes,No,Don't know,Yes,,44.0,Female,White
4073,No,No,Yes,No,,36.0,Male,
4074,Yes,Yes,Yes,Yes,,31.0,Female,White
4075,Yes,Yes,Yes,Yes,,26.0,Others,Others
4076,Yes,Don't know,No,Yes,,39.0,Male,White
4077,Yes,Yes,Yes,Yes,,36.0,Female,White
4078,Don't know,No,Yes,Yes,,25.0,Female,White
4079,No,No,Yes,No,,47.0,Male,
4080,Yes,Yes,Don't know,Yes,,38.0,Male,
4081,Don't know,No,Don't know,Yes,,33.0,Male,
4082,Don't know,Don't know,Don't know,Don't know,,59.0,Female,
4083,Yes,No,Don't know,Yes,,39.0,Male,White
4084,Don't know,Don't know,Yes,No,,19.0,Female,White
4085,Don't know,No,Yes,No,,35.0,Male,White
4086,Yes,No,Yes,No,,38.0,Male,White
4087,Don't know,Yes,No,No,,23.0,Others,
4088,Yes,Yes,Yes,Yes,,32.0,Male,White
4089,Don't know,Don't know,Yes,Don't know,,39.0,Male,White
4090,Yes,Yes,No,No,,33.0,Male,White
4091,Don't know,No,Yes,Yes,,38.0,Female,
4092,Yes,Don't know,Don't know,No,,42.0,Male,White
4093,Don't know,No,Don't know,No,,39.0,Female,White
4094,Don't know,No,Don't know,Yes,,30.0,Male,
4095,No,Don't know,Don't know,No,,39.0,Male,
4096,Don't know,No,No,No,,50.0,Male,
